curr_SRX,sex,simplified_tissue,broad_tissue,simpled_dev,broad_stage
SRX703061,female,whole body,whole body,a,adult
SRX674953,male,whole body,whole body,a,adult
SRX703063,male,whole body,whole body,a,adult
SRX703064,female,whole body,whole body,a,adult
SRX128181,male,whole body,whole body,l3,larva
SRX674957,female,whole body,whole body,a,adult
SRX674958,male,whole body,whole body,a,adult
SRX674959,male,whole body,whole body,a,adult
SRX674960,female,whole body,whole body,a,adult
SRX494105,unknown,whole body,whole body,a,adult
SRX494051,unknown,whole body,whole body,a,adult
SRX674963,male,whole body,whole body,a,adult
SRX648302,unknown,whole body,whole body,a10,adult
SRX648307,unknown,whole body,whole body,a10,adult
SRX648308,female,whole body,whole body,a,adult
SRX142945,unknown,whole body,whole body,a,adult
SRX823554,female,whole body,whole body,a,adult
SRX823555,female,whole body,whole body,a,adult
SRX823556,female,whole body,whole body,a,adult
SRX823557,female,whole body,whole body,a,adult
SRX823558,female,whole body,whole body,a,adult
SRX272103,female,whole body,whole body,a4,adult
SRX3015339,female,whole body,whole body,a4,adult
SRX3015341,male,whole body,whole body,a4,adult
SRX012978,unknown,embryo,embryo,e,embryo
SRX823563,male,whole body,whole body,a,adult
SRX823564,male,whole body,whole body,a,adult
SRX674979,female,whole body,whole body,a,adult
SRX970009,unknown,whole body,whole body,a,adult
SRX246421,unknown,whole body,whole body,a,adult
SRX246424,unknown,whole body,whole body,a,adult
SRX493980,unknown,whole body,whole body,a,adult
SRX3202667,male,whole body,whole body,a,adult
SRX3202668,male,whole body,whole body,a,adult
SRX494007,unknown,whole body,whole body,a,adult
SRX1548036,male,whole body,whole body,a4,adult
SRX1553892,male,whole body,whole body,a,adult
SRX1553893,male,whole body,whole body,a,adult
SRX1553894,male,whole body,whole body,a,adult
SRX1553895,male,whole body,whole body,a,adult
SRX641496,male,whole body,whole body,a3,adult
SRX1553897,male,whole body,whole body,a,adult
SRX2661637,mixed,whole body,whole body,l3,larva
SRX834675,female,whole body,whole body,a3,adult
SRX1553900,male,whole body,whole body,a,adult
SRX674997,female,whole body,whole body,a,adult
SRX674998,female,whole body,whole body,a,adult
SRX674999,male,whole body,whole body,a,adult
SRX493947,unknown,whole body,whole body,a,adult
SRX675001,male,whole body,whole body,a,adult
SRX675002,male,whole body,whole body,a,adult
SRX675003,female,whole body,whole body,a,adult
SRX246404,unknown,whole body,whole body,a,adult
SRX834674,female,whole body,whole body,a3,adult
SRX494055,unknown,whole body,whole body,a,adult
SRX494121,unknown,whole body,whole body,a,adult
SRX493979,unknown,whole body,whole body,a,adult
SRX246419,unknown,whole body,whole body,a,adult
SRX648305,unknown,whole body,whole body,a,adult
SRX462247,unknown,whole body,whole body,l1,larva
SRX3202699,male,whole body,whole body,a,adult
SRX246416,unknown,whole body,whole body,a,adult
SRX493998,unknown,whole body,whole body,a,adult
SRX2661646,female,whole body,whole body,l3,larva
SRX194966,female,whole body,whole body,a,adult
SRX194967,female,whole body,whole body,a,adult
SRX194968,female,whole body,whole body,a,adult
SRX641495,male,whole body,whole body,a3,adult
SRX493977,unknown,whole body,whole body,a,adult
SRX194971,male,whole body,whole body,a,adult
SRX194972,female,whole body,whole body,a,adult
SRX194973,female,whole body,whole body,a,adult
SRX194974,female,whole body,whole body,a,adult
SRX194975,male,whole body,whole body,a,adult
SRX494097,unknown,whole body,whole body,a,adult
SRX012974,unknown,embryo,embryo,e,embryo
SRX012976,female,whole body,whole body,a,adult
SRX012977,unknown,embryo,embryo,e,embryo
SRX1553934,male,whole body,whole body,a,adult
SRX1553935,male,whole body,whole body,a,adult
SRX1743463,male,whole body,whole body,a3,adult
SRX462246,unknown,whole body,whole body,l1,larva
SRX462248,unknown,whole body,whole body,l1,larva
SRX462249,unknown,whole body,whole body,l1,larva
SRX1553940,male,whole body,whole body,a,adult
SRX1553941,male,whole body,whole body,a,adult
SRX012979,unknown,embryo,embryo,e,embryo
SRX494049,unknown,whole body,whole body,a,adult
SRX675040,female,whole body,whole body,a,adult
SRX1553947,male,whole body,whole body,a,adult
SRX1329444,female,whole body,whole body,a,adult
SRX1329445,female,whole body,whole body,a,adult
SRX1329446,male,whole body,whole body,a,adult
SRX494058,unknown,whole body,whole body,a,adult
SRX674797,female,whole body,whole body,a,adult
SRX494016,unknown,whole body,whole body,a,adult
SRX012975,male,whole body,whole body,a,adult
SRX675398,female,whole body,whole body,a,adult
SRX494006,unknown,whole body,whole body,a,adult
SRX703037,female,whole body,whole body,a,adult
SRX1329537,male,whole body,whole body,a,adult
SRX675404,female,whole body,whole body,a,adult
SRX703161,female,whole body,whole body,a,adult
SRX1329457,female,whole body,whole body,a,adult
SRX1329458,male,whole body,whole body,a,adult
SRX2661636,mixed,whole body,whole body,l3,larva
SRX2236785,male,whole body,whole body,a,adult
SRX1329462,female,whole body,whole body,a,adult
SRX306619,male,whole body,whole body,a,adult
SRX675061,male,whole body,whole body,a,adult
SRX2070034,female,whole body,whole body,a3,adult
SRX2236790,male,whole body,whole body,a,adult
SRX493988,unknown,whole body,whole body,a,adult
SRX2070037,female,whole body,whole body,a3,adult
SRX306625,male,whole body,whole body,a10,adult
SRX494027,unknown,whole body,whole body,a,adult
SRX494013,unknown,whole body,whole body,a,adult
SRX306628,male,whole body,whole body,a20,adult
SRX494053,unknown,whole body,whole body,a,adult
SRX306630,male,whole body,whole body,a20,adult
SRX834677,female,whole body,whole body,a3,adult
SRX306632,male,whole body,whole body,a2,adult
SRX336058,unknown,whole body,whole body,pre,pupae
SRX246403,unknown,whole body,whole body,a,adult
SRX2236803,male,whole body,whole body,a,adult
SRX703186,male,whole body,whole body,a,adult
SRX2236804,male,whole body,whole body,a,adult
SRX494052,unknown,whole body,whole body,a,adult
SRX525130,female,whole body,whole body,a3,adult
SRX675081,male,whole body,whole body,a,adult
SRX525127,female,whole body,whole body,a3,adult
SRX306642,male,whole body,whole body,a2,adult
SRX306643,male,whole body,whole body,a10,adult
SRX648298,unknown,whole body,whole body,a,adult
SRX306645,male,whole body,whole body,a10,adult
SRX246402,unknown,whole body,whole body,a,adult
SRX674912,female,whole body,whole body,a,adult
SRX675087,female,whole body,whole body,a,adult
SRX493953,unknown,whole body,whole body,a,adult
SRX675089,female,whole body,whole body,a,adult
SRX703199,male,whole body,whole body,a,adult
SRX703200,female,whole body,whole body,a,adult
SRX494115,unknown,whole body,whole body,a,adult
SRX493965,unknown,whole body,whole body,a,adult
SRX2243439,female,whole body,whole body,a4,adult
SRX703204,female,whole body,whole body,a,adult
SRX675096,male,whole body,whole body,a,adult
SRX2034995,male,whole body,whole body,a4,adult
SRX2034996,male,whole body,whole body,a4,adult
SRX493952,unknown,whole body,whole body,a,adult
SRX494043,unknown,whole body,whole body,a,adult
SRX2034999,male,whole body,whole body,a4,adult
SRX2035000,male,whole body,whole body,a4,adult
SRX2035001,male,whole body,whole body,a24,adult
SRX2035002,male,whole body,whole body,a24,adult
SRX2035003,male,whole body,whole body,a24,adult
SRX2035004,male,whole body,whole body,a24,adult
SRX2035005,male,whole body,whole body,a24,adult
SRX2035006,male,whole body,whole body,a24,adult
SRX2035007,male,whole body,whole body,a4,adult
SRX2035008,male,whole body,whole body,a4,adult
SRX494092,unknown,whole body,whole body,a,adult
SRX2035011,male,whole body,whole body,a4,adult
SRX2035012,male,whole body,whole body,a4,adult
SRX2035013,male,whole body,whole body,a24,adult
SRX2035014,male,whole body,whole body,a24,adult
SRX2035015,male,whole body,whole body,a24,adult
SRX493976,unknown,whole body,whole body,a,adult
SRX494118,unknown,whole body,whole body,a,adult
SRX302091,male,whole body,whole body,l,larva
SRX965057,male,whole body,whole body,a4,adult
SRX965058,male,whole body,whole body,a4,adult
SRX675146,male,whole body,whole body,a,adult
SRX675147,male,whole body,whole body,a,adult
SRX302059,male,whole body,whole body,a,adult
SRX648303,unknown,whole body,whole body,a,adult
SRX703237,female,whole body,whole body,a,adult
SRX703238,male,whole body,whole body,a,adult
SRX703239,male,whole body,whole body,a,adult
SRX965066,male,whole body,whole body,a4,adult
SRX648299,unknown,whole body,whole body,a,adult
SRX2036015,male,whole body,whole body,a5,adult
SRX2036016,male,whole body,whole body,a5,adult
SRX2036017,female,whole body,whole body,a5,adult
SRX2036018,female,whole body,whole body,a5,adult
SRX2036019,female,whole body,whole body,a5,adult
SRX2036020,female,whole body,whole body,a5,adult
SRX1329494,male,whole body,whole body,a,adult
SRX2036022,female,whole body,whole body,a5,adult
SRX2036023,female,whole body,whole body,a5,adult
SRX2036024,female,whole body,whole body,a5,adult
SRX2036025,male,whole body,whole body,a5,adult
SRX2036028,female,whole body,whole body,a5,adult
SRX2036029,male,whole body,whole body,a5,adult
SRX2036030,male,whole body,whole body,a5,adult
SRX2036031,male,whole body,whole body,a5,adult
SRX2036032,male,whole body,whole body,a5,adult
SRX2036033,male,whole body,whole body,a5,adult
SRX1522384,male,whole body,whole body,a,adult
SRX1522385,male,whole body,whole body,a,adult
SRX2036034,male,whole body,whole body,a5,adult
SRX2036035,male,whole body,whole body,a5,adult
SRX1329492,female,whole body,whole body,a,adult
SRX675194,female,whole body,whole body,a,adult
SRX1329366,male,whole body,whole body,a,adult
SRX703020,female,whole body,whole body,a,adult
SRX703021,female,whole body,whole body,a,adult
SRX1329511,female,whole body,whole body,a,adult
SRX1329496,male,whole body,whole body,a,adult
SRX1142498,male,whole body,whole body,a,adult
SRX3257768,female,whole body,whole body,a,adult
SRX1142500,female,whole body,whole body,a,adult
ERX1787344,female,whole body,whole body,a,adult
SRX1329510,female,whole body,whole body,a,adult
SRX675220,male,whole body,whole body,a,adult
SRX675225,male,whole body,whole body,a,adult
SRX674798,female,whole body,whole body,a,adult
SRX674799,male,whole body,whole body,a,adult
SRX674800,female,whole body,whole body,a,adult
SRX1743395,female,whole body,whole body,a3,adult
SRX703035,male,whole body,whole body,a,adult
SRX1329508,male,whole body,whole body,a,adult
SRX675246,male,whole body,whole body,a,adult
SRX1142512,female,whole body,whole body,a,adult
ERX1787345,female,whole body,whole body,a,adult
SRX1142514,male,whole body,whole body,a,adult
SRX1142515,male,whole body,whole body,a,adult
SRX2070030,female,whole body,whole body,a3,adult
SRX1142517,female,whole body,whole body,a,adult
SRX1329530,male,whole body,whole body,a,adult
SRX525109,female,whole body,whole body,a3,adult
SRX1329466,male,whole body,whole body,a,adult
SRX2070035,female,whole body,whole body,a3,adult
SRX2070036,female,whole body,whole body,a3,adult
ERX141778,female,whole body,whole body,a4,adult
SRX1329491,female,whole body,whole body,a,adult
SRX525119,female,whole body,whole body,a3,adult
SRX675422,male,whole body,whole body,a,adult
SRX675423,female,whole body,whole body,a,adult
SRX525120,female,whole body,whole body,a3,adult
SRX675299,female,whole body,whole body,a,adult
SRX675300,male,whole body,whole body,a,adult
SRX675301,male,whole body,whole body,a,adult
ERX1787338,female,whole body,whole body,a,adult
SRX675302,female,whole body,whole body,a,adult
SRX1329509,female,whole body,whole body,a,adult
SRX675251,female,whole body,whole body,a,adult
SRX675306,male,whole body,whole body,a,adult
SRX2236805,male,whole body,whole body,a,adult
SRX092560,female,whole body,whole body,a5,adult
SRX525131,female,whole body,whole body,a3,adult
SRX2335819,female,whole body,whole body,a,adult
SRX675310,male,whole body,whole body,a,adult
ERX1787341,female,whole body,whole body,a2,adult
SRX525135,female,whole body,whole body,a3,adult
SRX675314,female,whole body,whole body,a,adult
SRX2335824,female,whole body,whole body,a,adult
SRX675315,female,whole body,whole body,a,adult
SRX1743434,male,whole body,whole body,a3,adult
SRX1329495,male,whole body,whole body,a,adult
ERX1787334,female,whole body,whole body,a2,adult
SRX2463545,unknown,whole body,whole body,a5,adult
SRX1329512,male,whole body,whole body,a,adult
SRX525158,female,whole body,whole body,a3,adult
ERX1787342,female,whole body,whole body,a2,adult
SRX2611759,mixed,whole body,whole body,a5,adult
SRX2611755,mixed,whole body,whole body,a5,adult
SRX1329365,male,whole body,whole body,a,adult
SRX1329488,male,whole body,whole body,a,adult
SRX2611758,mixed,whole body,whole body,a5,adult
SRX675330,male,whole body,whole body,a,adult
SRX1329507,male,whole body,whole body,a,adult
SRX2335840,female,whole body,whole body,a,adult
SRX703211,male,whole body,whole body,a,adult
SRX525167,female,whole body,whole body,a3,adult
SRX525166,female,whole body,whole body,a3,adult
SRX675339,female,whole body,whole body,a,adult
SRX1329490,male,whole body,whole body,a,adult
SRX675341,female,whole body,whole body,a,adult
SRX1431608,unknown,whole body,whole body,a,adult
SRX1431609,unknown,whole body,whole body,a,adult
ERX1787339,female,whole body,whole body,a,adult
SRX1431611,unknown,whole body,whole body,a,adult
SRX1431612,unknown,whole body,whole body,a,adult
SRX1329358,male,whole body,whole body,a,adult
SRX1329359,male,whole body,whole body,a,adult
SRX1431615,unknown,whole body,whole body,a,adult
SRX1431616,unknown,whole body,whole body,a,adult
SRX1431617,unknown,whole body,whole body,a,adult
SRX1431618,unknown,whole body,whole body,a,adult
SRX675351,female,whole body,whole body,a,adult
SRX675352,female,whole body,whole body,a,adult
SRX675353,male,whole body,whole body,a,adult
ERX1787340,female,whole body,whole body,a2,adult
SRX1431622,unknown,whole body,whole body,a,adult
SRX1431623,unknown,whole body,whole body,a,adult
SRX1329529,female,whole body,whole body,a,adult
SRX1431626,unknown,whole body,whole body,a,adult
SRX1431627,unknown,whole body,whole body,a,adult
SRX1431628,unknown,whole body,whole body,a,adult
SRX1431629,unknown,whole body,whole body,a,adult
SRX1431630,unknown,whole body,whole body,a,adult
SRX1431631,unknown,whole body,whole body,a,adult
SRX1431632,unknown,whole body,whole body,a,adult
SRX1431633,unknown,whole body,whole body,a,adult
SRX2335874,female,whole body,whole body,a,adult
SRX1431635,unknown,whole body,whole body,a,adult
SRX1329505,female,whole body,whole body,a,adult
ERX2160334,female,whole body,whole body,a,adult
